"Title","Date","Affiliations","Description","Response","Victims","Sponsor","Type","Category","Response_type","link","state_victim","state_cat","date_orig","Year"
"Patchwork",2013-05-19,"Believed to be responsible for the attempted compromise of U.S. think tanks","This threat actor targets multiple entities, primarily around India but also in the United States, the Middle East, and China.",NA,"Bangladesh, Sri Lanka, Pakistan","India","Espionage","Private sector","   ","   ",FALSE,"Middle Power","2013-05-19",2013
"Compromise of the Finnish Ministry of Foreign Affairs",2013-11-01,"Believed to be the work of Turla","A threat actor compromised Finland’s Ministry of Foreign Affairs for espionage purposes. The threat actor specifically targeted communications between Finland and the European Union.",NA,"Ministry for Foreign Affairs","Russian Federation","Espionage","Government","   ","   ",TRUE,"Super Power","2013-11-01",2013
"Kimsuky",2013-09-11,NA,"This threat actor targets South Korean think tanks, industry, nuclear power operators, and the Ministry of Unification for espionage purposes.","Denouncement   http://www.reuters.com/article/us-nuclear-southkorea-northkorea-idUSKBN0MD0GR20150317","Ministry of Unification, Sejong Institute, Korea Institute for Defense Analyses","Korea (Democratic People's Republic of)","Espionage","Government","Denouncement ","http://www.reuters.com/article/us-nuclear-southkorea-northkorea-idUSKBN0MD0GR20150317  ",TRUE,"Middle Power","2013-09-11",2013
"admin@338",2013-10-31,NA,"This threat actor targets prodemocratic activists and organizations in Hong Kong, European and international financial institutions, and a U.S.-based think tank.",NA,"Hong Kong, United States","China","Espionage","Government","   ","   ",TRUE,"Super Power","2013-10-31",2013
"Mirage",2013-12-11,"Mirage is possibly linked to the Hellsing threat actor. It is also known as Vixen Panda, GREF, APT 15, and Playful Dragon. Believed to be associated with Winnti Umbrella","This threat actor uses phishing techniques to compromise the networks of foreign ministries of European countries for espionage purposes.",NA,"European Union, India, United Kingdom","China","Espionage","Government","   ","   ",TRUE,"Super Power","2013-12-11",2013
"Compromise of EADS and ThyssenKrupp",2013-02-25,NA,"Threat actors compromised the networks of European Aeronautic Defense and Space Company (EADS) and ThyssenKrupp, defense contractors with offices in Germany.",NA,"European Aeronautic Defense and Space Company (EADS), ThyssenKrupp","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2013-02-25",2013
"PLA Unit 61398",2013-02-19,"Also known as APT 1, Comment Crew, Comment Panda, TG-8223, Group 3, GIF89a, and Byzantine Candor","U.S. cybersecurity firm Mandiant, later purchased by FireEye, released a report in February 2013 that exposed one of China’s cyber espionage units, Unit 61398. The group, which FireEye called APT 1, is a unit within China’s People’s Liberation Army (PLA) that has been linked to a wide range of cyber operations targeting U.S. private sector entities for espionage purposes. The comprehensive report detailed evidence connecting APT 1 and the PLA, offered insight into APT 1’s operational malware and methodologies, and provided timelines of the espionage it conducted.

FireEye termed Unit 61398 “APT 1” to indicate that the threat actor was an Advanced Persistent Threat, a type of operation in which the goal of the network intrusion is not only to gain access to a server or system, but also to retain ongoing access and engage in protracted cyber operations. The APT 1 report exposed the infrastructure of a cyber threat actor and gave both government and nongovernment organizations insight into the escalating nature of state-sponsored cyber operations.","Criminal charges   https://www.justice.gov/opa/pr/us-charges-five-chinese-military-hackers-cyber-espionage-against-us-corporations-and-labor","United States, United Kingdom, Switzerland, Taiwan, Singapore, Canada, Israel, India, France, Norway, Belgium, Luxembourg, United Arab Emirates, South Africa, Japan","China","Espionage","Private sector","Criminal charges"," https://www.justice.gov/opa/pr/us-charges-five-chinese-military-hackers-cyber-espionage-against-us-corporations-and-labor",FALSE,"Super Power","2013-02-19",2013
"Compromise of the Indian Defense Research and Development Organization",2013-03-13,NA,"A threat actor compromised India's Defense Research and Development Organization for espionage purposes.","Denouncement   http://www.newindianexpress.com/nation/2013/mar/14/chinese-hack-drdo-computers-antony-seeks-report-458371.html","Indian Defense Research Organization, Defense Research and Development Lab","China","Espionage","Military","Denouncement ","http://www.newindianexpress.com/nation/2013/mar/14/chinese-hack-drdo-computers-antony-seeks-report-458371.html  ",TRUE,"Super Power","2013-03-13",2013
"Team Spy Crew",2013-03-20,NA,"This threat actor primarily compromises government entities and human rights activists in Eastern Europe and Central Asia for espionage purposes. It has also compromised private and public sector entities in the Middle East and in Western countries.",NA,"Hungary, Belarus","Russian Federation","Espionage","Government","   ","   ",TRUE,"Super Power","2013-03-20",2013
"Unresponsive computer networks in South Korea",2013-05-20,"Also known as Operation Troy and Dark Seoul","Threat actors compromised the computer networks of South Korean broadcasters and two banks, making them unresponsive.",NA,"South Korea","Korea (Democratic People's Republic of)","Denial of service","Private sector","   ","   ",FALSE,"Middle Power","2013-05-20",2013
"Anchor Panda",2013-03-22,NA,"This threat actor targets government and private sector entities interested in maritime issues in the South China Sea for espionage purposes",NA,"United States, Germany, Sweden, United Kingdom, Australia","China","Espionage","Government","   ","   ",TRUE,"Super Power","2013-03-22",2013
"Compromise of Australian government agencies",2013-05-27,NA,"Threat actors compromised various Australian government ministries for the purposes of espionage. Threat actors allegedly infiltrated blueprints of the Australian Security Intelligence Organization's new headquarters.",NA,"Australian Security Intelligence Organization, Department of the Prime Minister and Cabinet, Department of Defense, Department of Foreign Affairs, and Trade","China","Espionage","Government","   ","   ",TRUE,"Super Power","2013-05-27",2013
"Compromise of unclassified U.S. Navy network",2013-09-27,NA,"A threat actor compromised an unclassified U.S. Navy computer network for espionage purposes.",NA,"U.S. Navy","Iran (Islamic Republic of)","Espionage","Military","   ","   ",TRUE,"Middle Power","2013-09-27",2013
"NetTraveler",2013-06-04,"Also known as APT 21","This threat actor targets computer networks associated with Tibetan and Uighur activists for espionage purposes.",NA,"Mongolia, India, Russia, Kazakhstan, Kyrgyzstan, China, Tajikstan, South Korea, Spain, Germany, United States, Canada, United Kingdom, Chile, Morocco","China","Espionage","Government","   ","   ",TRUE,"Super Power","2013-06-04",2013
"Sykipot",2013-09-04,"Also known as JS Sykipot, Backdoor Sykipot, and Maverick Panda","This threat actor has been targeting the U.S. defense industrial base, telecommunications, computer hardware, government contractors, and aerospace firms since at least 2006. It was also seen targeting ""Umbrella revolution"" activists.",NA,"United States, United Kingdom, Hong Kong","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2013-09-04",2013
"Icefog",2013-09-25,"Also known as Dagger Panda and possibly linked to Onion Dog","This threat actor targets government institutions, military contractors, maritime and shipbuilding groups, telecommunications operators, and others, primarily in Japan and South Korea.",NA,"South Korea, Japan, China, United States, Germany","China","Espionage","Government","   ","   ",TRUE,"Super Power","2013-09-25",2013
"Deep Panda",2013-01-01,"Also known as Shell Crew, Web Masters, APT 19, Kung Fu Kittens, Black Vine, Temp.Avengers, and Group 13","This threat actor compromises high-tech sector companies, the U.S. defense industrial base, nongovernmental organizations, and state and federal government entities for espionage purposes. It is also suspected of being behind the breaches at Anthem, the U.S. Office of Personnel Management, and United Airlines.",NA,"United States","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2013-01-01",2013
"Red October",2013-01-14,"Also known as the Rocra and believed to be the same threat actor as Cloud Atlas","This threat actor targets governments, diplomatic missions, academics, and energy and aerospace organizations for the purpose of espionage.",NA,"Russia, Kazakhstan, Azerbaijan, Belgium, India, Afghanistan, Armenia, Iran, Turkmenistan, Ukraine, United States, Vietnam, Belarus, Greece, Italy","Russian Federation","Espionage","Government","   ","   ",TRUE,"Super Power","2013-01-14",2013
"Compromise of Saudi Aramco and RasGas",2012-08-16,"Believed to have been partially the work of Chrysene","In 2012, threat actors wiped data from approximately thirty-five thousand computers belonging to Saudi Aramco, one of the world’s largest oil companies. Malware called Shamoon stole passwords, wiped data, and prevented computers from rebooting. Hackers calling themselves the ""Cutting Sword of Justice"" claimed responsibility for the incident, asserting they were retaliating against the al-Saud regime for what the group called widespread crimes against humanity. U.S. intelligence sources have attributed the attack to Iran. Less than two weeks after the Aramco incident, the Qatari gas giant RasGas was also knocked offline by suspected state-sponsored  attackers. 

The Saudi Aramco incident signaled Iran’s growing cyber capabilities and Tehran’s willingness to use them to promote its interests, particularly in its battle of influence in the Middle East with Saudi Arabia. At the time, some countries had the capability to remotely destroy computer data, but there were few publicly known instances of a country using them, and Iran may have been responding to a previous attack against the Iranian Oil Ministry and the National Iranian Oil Company that used a malware called Wiper.","Denouncement   http://www.bloomberg.com/news/articles/2012-12-09/saudi-arabia-says-aramco-cyberattack-came-from-foreign-states","Saudia Arabia Aramco Company","Iran (Islamic Republic of)","Data destruction","Private sector","Denouncement ","http://www.bloomberg.com/news/articles/2012-12-09/saudi-arabia-says-aramco-cyberattack-came-from-foreign-states  ",FALSE,"Middle Power","2012-08-16",2012
"Lucky Cat",2012-03-30,"Has links to the Shadow Network and SabPub","A threat actor targets computer networks associated with Tibetan activists, as well as military research and development, aerospace, engineering, and shipping industries in India and Japan.",NA,"India, Japan","China","Espionage","Civil society","   ","   ",TRUE,"Super Power","2012-03-30",2012
"Flame",2012-05-28,"This tool is believed to be the work of the Equation Group. The tool Gauss is believed to be based on the Flame platform.","A threat actor, using a tool called Flame, targeted computers in the Middle East region; the most compromises were in Iran. This compromise gained widespread coverage due to the modular nature of the malware the threat actors used.",NA,"Iran, Israel, Palestine, Sudan, Syria, Lebanon, Saudi Arabia, Egypt, Hungary, Austria, Russia, United Arab Emirates, France","United States, Israel","Data destruction","Military","   ","   ",TRUE,"Super Power","2012-05-28",2012
"Madi",2012-07-17,NA,"This threat actor compromises engineering firms, government entities, and financial and academic institutions in the United States, Israel, Iran, and Pakistan",NA,"Iran, Israel, United States, Pakistan","Iran (Islamic Republic of)","Espionage","Government","   ","   ",TRUE,"Middle Power","2012-07-17",2012
"Compromise of Nortel",2012-02-14,NA,"Threat actors compromised the networks of Nortel, a now-defunct telecommunications equipment provider, over an extended period of time for the purposes of espionage.",NA,"Nortel Networks","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2012-02-14",2012
"Gauss",2012-08-09,"Believed to be based on the Flame platform and possibly the work of the Equation Group","A threat actor used a tool called Gauss to target the accounts of several Lebanon-based banks, including BlomBank, ByblosBank, Credit Libanais.",NA,"Lebanon, Palestine, Israel, United States, Iran, United Arab Emirates, Qatar, Jordan, Germany , Egypt","United States, Israel","Espionage","Private sector","   ","   ",FALSE,"Super Power","2012-08-09",2012
"Attempted compromise of the BBC Persian TV service",2012-03-14,NA,"A threat actor attempted to jam BBC satellite feeds into Iran and launched a series of automated calls to flood the BBC London office. The incident occurred after the BBC announced a spike in viewership of its Persian TV service.",NA,"BBC Persian TV","Iran (Islamic Republic of)","Denial of service","Private sector","   ","   ",FALSE,"Middle Power","2012-03-14",2012
"Sneaky Panda",2012-09-14,"Possibly assisted in Operation Aurora, the RSA incident, and the Joint Strike Fighter Program compromise","This threat actor targets private sector companies in the defense, shipping, aeronautics, arms, and energy sectors, as well as nonprofits and financial firms.",NA,"United States, Hong Kong, Taiwan, Canada, Australia, China, United Kingdom, India, Denmark, Switzerland","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2012-09-14",2012
"SabPub",2012-04-16,"A variant of Lucky Cat for Mac computers","Malware, believed to be linked to Lucky Cat, that facilitates cyber espionage on activists through spear phishing",NA,"India, United States, United Kingdom, Spain, France","China","Espionage","Government","   ","   ",TRUE,"Super Power","2012-04-16",2012
"ITSecTeam",2012-09-18,NA,"One of the threat actors responsible for the denial of service attacks against U.S in 2012–2013. Three individuals associated with the group—believed to be have been working on behalf of Iran’s Islamic Revolutionary Guard Corps—were indicted by the Justice Department in 2016.","Criminal charges   https://www.justice.gov/opa/pr/seven-iranians-working-islamic-revolutionary-guard-corps-affiliated-entities-charged","Bank of America, Citigroup, Wells Fargo, US Bancorp, PNC, Capital One, Fifth Third Bank, BB&T, HSBC","Iran (Islamic Republic of)","Denial of service","Private sector","Criminal charges"," https://www.justice.gov/opa/pr/seven-iranians-working-islamic-revolutionary-guard-corps-affiliated-entities-charged",FALSE,"Middle Power","2012-09-18",2012
"Denial of service attacks against U.S. banks in 2012–2013",2012-09-18,"Also known as Operation Ababil","The websites of Bank of America, JPMorgan Chase, Wells Fargo, and other U.S. financial institutions suffered simultaneous outages due to a coordinated denial of service cyberattack in September 2012. Attackers flooded bank servers with junk traffic, preventing users from online banking. An Iranian group called Izz ad-Din al-Qassam Cyber Fighters initially claimed responsibility for the incident. At the time, the media reported that U.S. intelligence believed the denial of service was in response to U.S. imposed economic sanctions to counter Iran’s nuclear program. Seven Iranian individuals linked to the Islamic Revolutionary Guard Corps were eventually indicted by the U.S. Department of Justice in 2016 for their involvement in the incident. 

The denial of service attacks against U.S. banks is significant for two reasons. First, the size and scale of the attacks led the State Department to seek other countries’ assistance in taking down the compromised computers that were flooding the banks with junk traffic. Second, the attacks would indicate that Iran—if it was in fact using the attacks as retaliation for U.S. financial sanctions—was acting proportionally in its dispute with the United States.","Criminal charges   https://www.justice.gov/opa/pr/seven-iranians-working-islamic-revolutionary-guard-corps-affiliated-entities-charged","Bank of America, Citigroup, Wells Fargo, US Bancorp, PNC, Capital One, Fifth Third Bank, BB&T, HSBC","Iran (Islamic Republic of)","Denial of service","Private sector","Criminal charges"," https://www.justice.gov/opa/pr/seven-iranians-working-islamic-revolutionary-guard-corps-affiliated-entities-charged",FALSE,"Middle Power","2012-09-18",2012
"Compromise of Coca-Cola",2012-11-04,"Believed to be the work of PLA Unit 61398","A threat actor compromised Coca-Cola’s network coinciding with the company's attempted acquisition of China Huiyuan Juice Group.",NA,"Coca-Cola","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2012-11-04",2012
"Nitro attacks",2011-10-31,"Possibly linked to the Mitsubishi Heavy Industries incident.","A threat actor targeted defense contractors and private companies involved in research and manufacture of chemicals.",NA,"United States, Bangladesh, United Kingdom, Argentina, Singapore, China, Taiwan, Germany, Czech Republic, Hong Kong, India, Netherlands, Finland, South Korea, France","China","Espionage","Government","   ","   ",TRUE,"Super Power","2011-10-31",2011
"Duqu",2011-10-26,"This is believed be a tool set used by the Equation Group. It is related to Stuxnet and Flame.","Threat actors, using a tool dubbed Duqu, targeted industrial control systems in certain countries.",NA,"Iran, Sudan","Israel","Espionage","Military","   ","   ",TRUE,"Middle Power","2011-10-26",2011
"Interference with NASA satellite Landsat 7",2011-11-09,NA,"Recurring interference with a joint NASA-U.S. Geological Survey satellite in 2007 and 2008",NA,"NASA","China","Espionage","Government","   ","   ",TRUE,"Super Power","2011-11-09",2011
"Compromise of Canadian government departments",2011-02-16,NA,"A threat actor compromised the computer networks of multiple government departments, which led the government to shut down internet access at the affected departments for almost two months.",NA,"Treasury Board of Canada, Department of Finance, Defense Research and Development Canada","China","Espionage","Government","   ","   ",TRUE,"Super Power","2011-02-16",2011
"Interference with NASA satellite Terra (EOS AM-1)",2011-11-09,NA,"Recurring interference with a NASA observation satellite",NA,"NASA","China","Espionage","Government","   ","   ",TRUE,"Super Power","2011-11-09",2011
"Compromise of RSA SecureID tokens",2011-03-19,"This incident is believed to be the work of Unit 61398 and at least two other Chinese groups, according to the New York Times. The threat actor Sneaky Panda may also have assisted.","Threat actors attacked computer security company RSA and compromised millions of SecureID tokens. Linked to the compromise of data from the U.S. F-35 Joint Strike Fighter program at Lockheed Martin.",NA,"RSA","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2011-03-19",2011
"Compromise of the U.S. Chamber of Commerce",2011-12-21,NA,"Threat actors compromised the computer networks of the U.S. Chamber of Commerce","Denouncement   http://venturebeat.com/2011/12/21/china-chamber-of-commerce-hack/","U.S. Chamber of Commerce","China","Espionage","Government","Denouncement ","http://venturebeat.com/2011/12/21/china-chamber-of-commerce-hack/  ",TRUE,"Super Power","2011-12-21",2011
"Denial of service incident against South Korean and U.S. targets",2011-04-09,"Believed to be the work of the Lazarus Group","Dubbed “Ten Days of Rain,” this attack was a ten-day denial of service campaign that targeted websites associated with the South Korean government and U.S. military forces in South Korea.",NA,"South Korea, U.S. Forces Korea","Korea (Democratic People's Republic of)","Denial of service","Government","   ","   ",TRUE,"Middle Power","2011-04-09",2011
"Denial of service incident against a South Korean bank",2011-04-18,NA,"South Korean prosecutors allege that North Korean intelligence conducted a denial of service campaign against a South Korean bank, causing millions of customers to be unable to use the bank's credit cards and ATMs for more than a week.","Denouncement   http://www.bbc.com/news/world-asia-pacific-13263888","National Agricultural Cooperative Federation","Korea (Democratic People's Republic of)","Denial of service","Private sector","Denouncement ","http://www.bbc.com/news/world-asia-pacific-13263888  ",FALSE,"Middle Power","2011-04-18",2011
"Compromise of Oak Ridge National Laboratory",2011-04-19,NA,"A compromise at the computer network of Oak Ridge National Laboratory led to the exfiltration of approximately one gigabyte of data and the shutdown of the network.",NA,"Oak Ridge National Laboratory","China","Espionage","Government","   ","   ",TRUE,"Super Power","2011-04-19",2011
"Shady RAT",2011-08-03,"Believed to be a tool used by PLA Unit 61398","A threat actor targeted government entities (primarily in the United States), defense contractors, think tanks, and companies in the advanced information technology and aerospace industries for espionage purposes using a tool called Shady RAT.",NA,"United States, Canada, South Korea, Taiwan, Japan, Switzerland, United Kingdom, Indonesia, Vietnam, Singapore, Hong Kong, Germany, India, United Nations, International Olympic Committee","China","Espionage","Government","   ","   ",TRUE,"Super Power","2011-08-03",2011
"Compromise of a Taiwanese political party",2011-08-09,NA,"A threat actor compromised the computer network of the Democratic Progressive Party (a political party in Taiwan) and exfiltrated data.","Denouncement   http://www.taipeitimes.com/News/front/archives/2011/08/10/2003510374/1","Democratic Progressive Party","China","Espionage","Government","Denouncement ","http://www.taipeitimes.com/News/front/archives/2011/08/10/2003510374/1  ",TRUE,"Super Power","2011-08-09",2011
"Compromise of certificate issuer DigiNotar",2011-09-06,NA,"DigiNotar was a Dutch issuer of the digital security certificates [PDF] that authenticate the identities of servers on the internet. This authentication process is essential for online transactions; the certificates allow users to trust that the website they reached is the one they intended and not a decoy that could be used for fraud. An unknown threat actor breached DigiNotar’s network in 2011 and stole authentication certificates to masquerade as other online properties. For example, the threat actors used the certificates to pose as Google and spy on approximately three hundred thousand Iranian Gmail accounts. The fallout from the cyberattack caused DigiNotar to file for bankruptcy, as it was no longer considered a reliable provider for digital security certificates. 

DigiNotar was a certificate issuer for the Dutch government at the time, so the compromise jeopardized the information of Dutch citizens. The breach also revealed the previously hidden insecurities of online trust infrastructure, leading to new certificate authentication standards to better ensure the future protection of online consumers.",NA,"DigiNotar",NA,"Espionage","Government","   ","   ",TRUE,"NA","2011-09-06",2011
"Compromise at Mitsubishi Heavy Industries",2011-09-19,"Possibly linked to the Nitro incident","A threat actor compromised Mitsubishi Heavy Industries, a Japanese defense contractor, targeting shipyards and research and development facilities.",NA,"Mitsubishi Heavy Industries",NA,"Espionage","Private sector","   ","   ",FALSE,"NA","2011-09-19",2011
"APT 5",2010-03-12,"Also known as Manganese","This threat actor targets telecommunications and technology companies, particularly regional telecommunication providers, high-tech manufacturers, firms specializing in technology with military applications, and Asia-based employees of global tech firms. Believed to have been active since at least 2007, this large threat group consists of several subgroups with distinct tactics and infrastructure.",NA,NA,"China","Espionage","Civil society","   ","   ",TRUE,"Super Power","2010-03-12",2010
"Operation Aurora",2010-01-14,"Believed to be the work of PLA Unit 61398 with possible assistance from Sneaky Panda. Believed to be associated with Winnti Umbrella","Operation Aurora was a series of cyberattacks from China that targeted U.S. private sector companies in 2010. The threat actors conducted a phishing campaign that compromised the networks of Yahoo, Adobe, Dow Chemical, Morgan Stanley, Google, and more than two dozen other companies to steal their trade secrets. Google was the only company that confirmed it was a victim and disclosed to the public that the Gmail accounts of certain Chinese human rights activists had been compromised. Google also publicly attributed the incident to China, something companies were reluctant to do for fear of jeopardizing their access to the Chinese market.  

The incident is viewed as a milestone in the recent history of cyber operations because it raised the profile of cyber operations as a tool for industrial espionage. It led Google to cease its operations in China, though it continues to operate a localized version of its search engine in Hong Kong. As a result of the Gmail compromise, Google began notifying users if it believed their accounts had been targeted or compromised by a state-sponsored actor. This practice later spread to other email providers.","Denouncement   http://www.nytimes.com/2010/01/22/world/asia/22diplo.html","Google, Adobe, Juniper Networks, Rackspace, Yahoo, Symantec, Northtrop Grumman, Morgan Stanley, Dow Chemical","China","Espionage","Private sector","Denouncement ","http://www.nytimes.com/2010/01/22/world/asia/22diplo.html  ",FALSE,"Super Power","2010-01-14",2010
"Compromise of three Australian mining companies",2010-04-19,NA,"A threat actor compromised the computer networks of Rio Tinto, BHP Billiton, and Fortescue Metals and exfiltrated data.",NA,"Rio Tinto, BHP Billiton, Fortescue Metals","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2010-04-19",2010
"Shadow Network",2010-04-06,"Has links to Lucky Cat and GhostNet","A cyber threat actor that compromised government, business, academic, and other computer network systems, such as the Office of His Holiness the Dalai Lama and the United Nations, for espionage purposes.",NA,"National Security Council, Ministry of External Affairs, Institute for Defence Studies and Analyses, United Nations","China","Espionage","Military","   ","   ",TRUE,"Super Power","2010-04-06",2010
"Stuxnet",2010-07-22,"Codenamed “Olympic Games” and believed to be the work of the Equation Group","Believed to have been developed as a joint operation between U.S. and Israeli intelligence services, the Stuxnet malware compromised industrial control systems at the Natanz nuclear material enrichment facility in Iran. Stuxnet was specifically designed to cause centrifuges to fail while providing readings to their operators that they were running normally. Reports indicate that the United States pursued the Stuxnet operation as a way of degrading Iran’s nuclear weapons program without resorting to an airstrike or an attack by special operation forces.

Stuxnet was the first publicly known instance in which a cyber operation caused physical damage outside of a controlled testing environment. It demonstrated the potential effectiveness and value of a cyber weapon. Many experts and former government officials feared that the attack on Natanz would open the door to other states conducting destructive cyberattacks and Stuxnet would represent, in the words of former Director of the National Security Agency Michael Hayden, a moment when “somebody crossed the Rubicon.” However, nation-states have so far exercised restraint.","Denouncement   http://www.reuters.com/article/us-iran-nuclear-stuxnet-idUSTRE73G0NB20110417","Iran, Indonesia, India, Azerbaijan, Pakistan, Malaysia, United States, Uzbekistan, Russia, United Kingdom, South Korea, Taiwan","Israel, United States","Sabotage","Military","Denouncement ","http://www.reuters.com/article/us-iran-nuclear-stuxnet-idUSTRE73G0NB20110417  ",TRUE,"Super Power","2010-07-22",2010
"Defacement of Baidu",2010-01-12,NA,"Threat actors disrupted access to Baidu, China's most popular search engine. A group calling itself the Iran Cyber Army, which could be state sponsored, claims credit for the incident.",NA,"Baidu","Iran (Islamic Republic of)","Defacement","Private sector","   ","   ",FALSE,"Middle Power","2010-01-12",2010
"Compromise of the Indian Prime Minister's Office",2010-01-14,NA,"Threat actors compromised computers in the office of the Indian prime minister.","Denouncement   http://www.thetimes.co.uk/tto/news/world/asia/article2611832.ece","Prime Minister's Office","China","Espionage","Government","Denouncement ","http://www.thetimes.co.uk/tto/news/world/asia/article2611832.ece  ",TRUE,"Super Power","2010-01-14",2010
"Malware targets Vietnamese users",2010-03-30,NA,"Google announced that botnets and malware were targeting computer users in Vietnam with the intention of muting critics of a controversial government-approved plan that allowed a Chinese company to mine there.",NA,"Vietnamese political activists","Vietnam","Denial of service","Government","   ","   ",TRUE,"Middle Power","2010-03-30",2010
"Night Dragon",2010-01-25,NA,"A threat actor compromised U.S. oil companies through spear phishing and remote administration tools",NA,"Marathon Oil, ExxonMobil, ConocoPhillips","China","Espionage","Private sector","   ","   ",FALSE,"Super Power","2010-01-25",2010
"Compromise of the office of Senator Ben Nelson",2009-03-20,NA,"Threat actors compromised computers associated with Senator Ben Nelson and data was exfiltrated.",NA,"Office of Senator Ben Nelson","China","Espionage","Government","   ","   ",TRUE,"Super Power","2009-03-20",2009
"Compromise of computers associated with the Joint Strike Fighter program",2009-04-21,"Sneaky Panda is among some of the actors suspected to be behind this incident.","Computers associated with the U.S. Air Force's Joint Strike Fighter (also known as the F-35 Lightning II) project at Lockheed Martin, also known as the were compromised. The similarities between the F-35 and the Chinese J-20 have fueled speculation that the Chinese government may have been behind the compromise.",NA,"U.S. Department of Defense","China","Espionage","Military","   ","   ",TRUE,"Super Power","2009-04-21",2009
"Fourth of July incident",2009-07-08,NA,"A series of denial of service incidents affecting at least thirty-five government and commercial websites in South Korea and the United States","Denouncement   http://english.yonhapnews.co.kr/northkorea/2009/10/30/0401000000AEN20091030002200315.HTML","South Korea, United States","Korea (Democratic People's Republic of)","Denial of service","Government","Denouncement ","http://english.yonhapnews.co.kr/northkorea/2009/10/30/0401000000AEN20091030002200315.HTML  ",TRUE,"Middle Power","2009-07-08",2009
"GhostNet",2009-03-28,NA,"GhostNet was a large-scale electronic espionage program used to spy on individuals, organizations, and governments. The threat actors breached 1,295 computers in 103 countries over a two-year period, predominately focusing on governments in Southeast Asia. The GhostNet operation was discovered after an investigation into a potential breach of the office of the Dalai Lama in India. Investigators at the University of Toronto’s Citizen Lab confirmed that the threat actors were based in China.

The report about GhostNet was one of the first publicly available in which computer security researchers outlined their methodology and backed up their claims with forensic evidence [PDF], demystifying cyber operations and demonstrating that private actors had significant capabilities to attribute threat actors.",NA,"Iran, Bangladesh, India, South Korea, Germany, Pakistan, Taiwan, Thailand, Indonesia, Philippines, Latvia, Portugal, Barbados, China","China","Espionage","Government","   ","   ",TRUE,"Super Power","2009-03-28",2009
"Compromise of U.S. presidential campaigns in 2008",2008-11-04,NA,"In 2008, a foreign entity waged cyber espionage operations against the presidential campaigns of Barack Obama and John McCain. Phishing emails sent to top campaign aides delivered malware, allowing threat actors to exfiltrate data from both campaigns. U.S. intelligence officials believe that Chinese threat actors were seeking internal policy papers in order to gain leverage with the winner of the election.

This was the first time that a foreign actor was discovered exfiltrating large quantities of information from a U.S. presidential race for potential use by a foreign government.",NA,"Obama Campaign, McCain Campaign","China","Espionage","Civil society","   ","   ",TRUE,"Super Power","2008-11-04",2008
"Compromise at NASA Kennedy Space Center",2008-11-19,NA,"Malware gathered data from computer networks associated with the Discovery Space Shuttle.",NA,"NASA","China","Espionage","Government","   ","   ",TRUE,"Super Power","2008-11-19",2008
"Compromise of NASA network in Washington, DC",2008-11-19,NA,"Spear phishing compromised computers at NASA headquarters",NA,"NASA","China","Espionage","Government","   ","   ",TRUE,"Super Power","2008-11-19",2008
"Agent.btz",2008-11-28,"Associated with Turla","Agent.btz was malicious software designed to steal documents from classified and unclassified U.S. military networks in 2008. A flash drive infected with Agent.btz was reportedly inserted into a laptop at a U.S. military base in the Middle East, and from there the worm spread undetected to U.S. computers at the Department of Defense and in combat zones. Russia is suspected of being behind the incident. Once the compromise was detected, it took fourteen months to remove Agent.btz from the Pentagon’s networks and the incident triggered a departmental ban of USB drives.

Agent.btz was a significant breach of U.S. military systems, and the vulnerabilities it exposed ultimately led to the creation of U.S. Cyber Command, a military command with the mission of defending Department of Defense networks and conducting offensive cyber operations for the U.S. military.",NA,"United States, Russia, Spain, Italy, Kazakhstan, Germany, Poland, Latvia, Lithuania, United Kingdom, Ukraine","Russian Federation","Espionage","Military","   ","   ",TRUE,"Super Power","2008-11-28",2008
"Targeting of pro-Tibet activist groups",2008-03-21,NA,"Attempted compromises of pro-Tibet groups using spear phishing techniques",NA,"Tibet Support Network, Human Rights in China, Students For a Free Tibet","China","Espionage","Civil society","   ","   ",TRUE,"Super Power","2008-03-21",2008
"Compromise of Indian military computers",2008-05-05,NA,"A threat actor compromised Indian military computer networks for espionage purposes.",NA,"Ministry of External Affairs, India National Informatics Centre","China","Espionage","Military","   ","   ",TRUE,"Super Power","2008-05-05",2008
"Offensive cyber campaign against Georgia",2008-08-13,"Believed to be linked to Black Energy","A series of denial of service incidents and defacements of Georgian government and nongovernment websites coincided with Russia’s military operation in the country.","Denouncement   http://uk.reuters.com/article/2008/08/11/us-georgia-ossetia-hackers-idUKLB2050320080811","Georgia","Russian Federation","Denial of service","Government","Denouncement ","http://uk.reuters.com/article/2008/08/11/us-georgia-ossetia-hackers-idUKLB2050320080811  ",TRUE,"Super Power","2008-08-13",2008
